language;text;class
"en";"My husband is still sick &amp; now our 13 year old has is 😓 OY #StomachFluRI #HouseOfHillIsSick #ManDown";
"en";"2nd day of school and I have the stomach flu. What an amazing life!!";
"en";"Why do they make life guard hoodies? If it's cold enough to wear a hoodie then your dumbass deserves to drown for swimming in the cold.";
"en";"I have had a fever now for four straight days 🤒🤒";
"en";"I can't believe I'm getting sick";
"en";"Since the day I've been loving you I can't catch a cold, I can't catch the flu' TANNER NoFearAllCheer";
"en";"2nd day of school and I'm pretty sure I have the stomach flu. What an amazing life!!";
"en";"Blockbuster potential for a large east coast storm will occur Feb. week 2... when MJO is in phase 8. First week is cold but relatively dry.";
"en";"Cocok untuk orang flu😋 (at Sarabba Sungai Cerekang) — https://t.co/OAgZgxvP6M";
"en";"@ckduu come be sick w me";
"en";"I'm so sick and wanna go home but my 7th period teacher is giving chocolate chip cookies out... I wanna cookie :(";
"en";"@peterdaou used to watch every morning but stopped mid-election cycle. Their coverage and bias made me sick.";
"en";"It's fucking cold YoOoOoOo";
"en";"So sick &amp; tired of being tired I don't even exercise.";
"en";"#Flu activity in Ireland most affecting those aged 65 years and older. https://t.co/SWyG2NxAQB @HSELive https://t.co/xn5OWMV70j";
"en";"#timehop🕰 #Repost @meganavalon with @repostapp. ・・・ Pink fever:-) #musclebarbiemonday @ New… https://t.co/uNf08PP9QU";
"en";"Damn that's cold https://t.co/fM3e3xQe0B";
"en";"Cold just wanna go to sleep";
"en";"I'm sick af🤢";
"en";"Sitting behind this guy in class and he smells so bad it's making me sick .. like fr ? I KNOW YOU CAN SMELL YOURSELF that's ridiculous 😑";
"en";"@dick_nixon I feel we loved Dick Allen in our own sick Philly way.";
"en";"Daily News https://t.co/QgeYqA151K via @Militarydotcom This .ages me sick why don't he just let's all prisoners out dumb gay Obama";
"en";"@cbudoffbrown @brianstelter Makes me sick.";
"en";"@JSutta I hope your feeling better from the flu you had. I only hope the best for you and your family and friends and pets.";
"en";"Uncle smoked me out on a fat joint. No grabba. I was coughing like hell but high af";
"en";"I don’t haveTIME to be sick! Come on body, couldn’t you have picked a better day for this!?";
"en";"When you've been assaulted at work, you spend the 3 hours before work starts sick and just hoping today you'll be safe.";
"en";"I feel sick😷";
"en";"stayed up sick all night and somehow i woke up not even 3 hours after😊😊😊😊";
"en";"i'm sick 🤢 https://t.co/ehXfZOxJV4";
"en";"Two sick babies and hardly any sleep. 😩";
"en";"I thought I was in the clear...but getting sick the first week back to school had to happen to me! https://t.co/OI0DDwuxH2";
"en";"حفلة cold play w beyonce w bruno mars دي من احسن حاجات اتعملت والله";
"en";"@grayeyesdontlie usually doesn't cause me to feel this bad I think it's worse because I was sick too";
"en";"@PrisonPlanet @infowars cnn is sick freaks";
"en";"Brrrrrrr .... bloody cold! 🌬💨👯😂🤣🤗🤣😂👯 #bolinao #holiday @ Punta… https://t.co/GiJlhKlSkm";
"en";"it's only the 3rd day of the semester and im already sick af lol";
"en";"@jasonkwatkins @PeskyVarmt @democracynow @HuffPostBlog They all are.See their cold empty eyes Like they hate some1,they're just not sure who";
"en";"Grossest thing I've ever had is prenatal multivitamins. Fucking sick ass shit 🤢🤢";
"en";"well @RiverOfDeceit30 even at that if she wants to do it let her. As long as she is over 18. I'm sick of gov getting into our lives";
"en";"remember when winter was cold";
"en";"i think im getting sick 😑";
"en";"... some cold fun yesterday at Il Vaticano: Shooting with skateboarder Yves Marchon! ❄️🙏🏻🗯… https://t.co/QSdYz4UXPj";
"en";"I WANT COLD STONE SOS";
"en";"Hey, it's going to be 50° today, but tomorrow it's cold, so watch this video we made on making #hotcocoa with… https://t.co/GoiaL2tkqB";
"en";"Home sick. It is rough 😭 But I am not letting myself feel guilty. That's what unscheduled days are for 🙃";
"en";"This program that turns your eyes big and glossy is making me physically sick. I always want to vomit when I see its results.";
"en";"Silent cold.";
"en";"These are the days that build your character . Thousands of miles away from home , sick as a dog .fight through .";
"en";"when the flu starts going around campus... https://t.co/oomhbetqm2";
"en";"If I get sick before the Women's March on Saturday so help me....";
"en";"Sorry it's cold where you are UgLee clothing We in the kitchen cooking..... Cop yours today...… https://t.co/ir0WxjE8Nc";
"en";"I gotta get over this cold ASAP 🙄";
"en";"sick of being used and mistreated";
"en";"noooo it look sick asf though 😈 https://t.co/5I8WeWmxtp";
"en";"Being sick in Europe is sick";
"en";"It's only 9 am and I already feel sick because of TERFs";
"en";"Tired and sick but happy";
"en";"@DRUDGE_REPORT @vocativ just sick out of work people";
"en";"when im sick i have the weirdest schedule i can be sleeping at 5 pm and then at 3 am up eating soup while watching friends";
"en";"i'm sick of having days where i wake up feeling like 0%";
"en";"Yu gone get sick eating that fake ass food https://t.co/KIvHV5nIJI";
"en";"Im stressed to the max, my emotions are everywhere, I cant deal with people right now. Too much stress makes me sick &amp; can cause me problems";
"en";"home taking care of my sick baby, i'm being mom today";
"en";"Demi Lovato - Stone Cold";
"en";"@SimD97 I'm working tonight man, but have a sick night though!!";
"en";"Wearable sensors can alert you when you are getting sick, Stanford study shows https://t.co/5MqtgAbqVP cc @WellnessForce @DerekKhanna";
"en";"God please help my Gma get over her cold 🙏🏾✊🏾";
"en";"Ok. Last one. Need to take the flu medications... @ Senja Grand, Bukit Panjang - Singapore https://t.co/K4t8ISkb2s";
"en";"So turns out it's going to be cold in Germany 😔";
"en";"London is so cold at night despite the sunny days . I should have gone to Davos.";
"en";"I'm so tired of coughing";
"en";"Get your flu vaccine everybody. This is Viral DCM from the Flu! #vaccinate https://t.co/L7tw3r5Bcw";
"en";"im so not used to bein sick it never happens🤒";
"en";"Now if I get sick Ima be mad";
"en";"Feeling sick today...😩";
"en";"@WeatherNation #anchorage #alaska #cold https://t.co/xylPaxHCMc";
"en";"@CNN My city and state doesn't have any money. How is Trump administration going to handle that? There are many out of work. Many sick.";
"en";"@Kris_Sacrebleu where's kid rock &amp; Ted Nugent they could play cat piss fever";
"en";"Got a fever someone send help";
"en";"@Hopefulnicole No joke pack a bag and crash on a friend's couch or something for a couple days, the flu is the worst.";
"en";"I feel sick af like I'm gone throw up🤒😷";
"en-gb";"Why is my house sooo cold";
"en";"My arms look weird but I mean not too shabby for being sick and stunting before the sun is even up 🙄 https://t.co/PeCwnIdRJJ";
"en";"cold and windy kind of night or should i call sweatshirt kind of night??";
"en";"Actually don't know why I sit upstairs on the bus, just make myself feel sick fml";
"en";"I'm at Cold Stone Creamery in Quezon City, Quezon City https://t.co/0KBc9ffDXL https://t.co/bHHsyxeLXy";
"en";"It's so #cold in #london the pond at #kensingtonpalace it's #frozen. X @ Kensington Palace https://t.co/LStXi53Rjg";
"en";"motherfuckers.. they need some serious jail and go through the same thing, this is sick and disgusting. cant trust… https://t.co/tvkg406Gmm";
"en";"#HiMyNameIs Alaska and its cold as well as illegal to whisper in someone’s ear while your moose hunting.";
"en";"@Piccadillyxo @a_dogs_purpose me too...sick and maaaad.";
"en";"i literally have been sick for three days i want to cry";
"en";"Cold water.";
"en";"I blame the professors talking about their children 'just getting over a terrible cold' for how I feel right now #youspreadit #meanie 🤒";
"en";"YT fever, lah si Tambuning din jusko HAHHAHA";
"en";"Clifton hill today is gonna be sick";
"en";"It's too cold for you here";
"en";"So sick😩😷";
"en";"I always hate this time of the year, never fails for me to get a sore throat/cold every single Janurary! Ahhh not r… https://t.co/lBiU2A3PfI";
"en";"First day of work this week since I have been sick this whole week 😅";
"en";"Going to NYC got me sick af smh. To all y'all that thought I was complaining fuck off";
"en";"@realDonaldTrump in my opinion the lowest worker, should live better than the best welfare person. I am a social worker what I see is sick";
"en";"Wore a coat hat scarf and gloves three days straight and still got sick. Fuck the NE";
"en";"I know you're used to the cold when you can walk with your jacket unzipped in 40 degree weather and have nothing but a tshirt on under.";
"en";"@SayWeCanFly I would like to request a UK tour for 2017 and hopefully you dont get sick this time 😂😂";
"en";"@BigJoeBastardi cold warm cold warm... sounds like what the #earth does..for billions of yrs";
"en";"I always hate this time of the year! Never fails for me to get a sore throat/cold every single January! Argh not ri… https://t.co/DJvqR2RNpo";
"en";"https://t.co/86lDPaFNrI u got to listen to this one comedy must know cold dead hands having bad day try a little laughter";
"en";"I have spring fever sooo bad ☀️🌷🐥";
"en";"Why is it so cold in this fucking school";
"en";"my best friend since 3rd grade is having her baby today and i can't even be there bc i'm sick. seriously having an emotional break down HELP";
"en";"Too true. Although my dog gets prefers her cosy bed when it's cold outside, so she's no help. https://t.co/JhNve7evVZ";
"en";"Into cold, cold water for you 🌀 @ Janda Baik, Pahang https://t.co/JyCtLZ81Fs";
"en";"'This pussy ass nigga burned the sandwhich, why tf you ain't eat it cold' https://t.co/aKlVh2rLjb";
"en";"Into cold, cold water for you 🌀 @ Janda Baik, Pahang https://t.co/x69oADGFTG";
"en";"@BraselTheGamer hopefully you can get some antibiotics if you're sick";
"en";"In the meantime I'll work on my laptop and watch TV. I thought I was coming down with a cold, but after eating, I feel fine.";
"en";"Unusual morning📸 #instadaily #morning #cold #work #drive #lake #city #time #enjoy #jacket… https://t.co/aDgmPlJ7Zi";
"en";"@PugosaKate nag cold compress nako run miss";
"en";"3.2 cold but enjoyable miles this morning. Right foot making progress and feeling better. 😎#nuunlife";
"en";"Nothing beats Jason Mraz songs on a cold night. 🎵💜🌧";
"en";"My outfit probbbss looks like it I think it's snowing but I'm sick so fk off";
"en";"When you're sick, nothing is better than a sofa nap.";
"en";"There's a Cabin Fever remake on Sky. I had to google to see when the original came out and it turns out it was 2002! Where did the time go?";
"en";"i passed out yesterday at like 9 early af 😭😭 i woke up to all kinds of people tryna swoop and make moves and shit 😂 but my ass was out cold";
"en";"You know when you're eating and then you think about something that happened in the past that makes you feel sick and you just 😶";
"en";"fell sick at this wrong timing when cny's around the corner :(";
"en";"Home sick. Watching Shameless. For some reason always crying at this show?";
"en";"Being sick at school is the worst. Got no one to take care of me and I still have to go to work and class😭";
"en";"It's cold af in here omg";
"en";"still telling myself that coffee will cure my cold";
"en";"Im so sick &amp; I have a game tomorrow 😭";
"en";"Why the fuck he just ain't eat the sandwich cold. 🤣 https://t.co/wEjlRNye7z";
"en";"I feel so sick to my stomach wtf 🙂";
"en";"I could sit at the gates of hell and still be cold as fuck";
"en";"Why Tf yeen eat it cold 😂 https://t.co/BNIMWEe3rK";
"en";"I feel like death im so sick";
"en";"Idr the last time I've felt this sick. but on the bright side I finally broke my fever after 3 days. 🙌🏼";
"en";"What the hamster?! You sick fucker https://t.co/NzzyGcbpeE";
"en";"Sick. https://t.co/mm2KUfqzMU";
"en";"@CupcakeDiamondx I wish we had cold weather here!";
"en-gb";"Soon. I going to tai chi team today. Hate outside wind cold ❄️";
"en";"coughing ffs";
"en";"Its sooooooo cold!!";
"en";"bruh i hate being sick 🤒";
"en";"Absolutely floored with the flu 🤒 S.O.S";
"en";"zordon look sick af";
"en";"@tristennj_ you sick or they got cancelled?";
"en";"I'm gonna be that cunt in the exam tomorrow that won't stop coughing, soz sports coaching guys xoxox";
"en";"I'm crying because I never felt this sick before 😭";
"en";"Babygirl love sick";
"en";"We don't want sick people to die! https://t.co/2YA0xVdT2k";
"en";"Sick of coaches pushing kids to sign somewhere just because it 'looks good.' Nike looks good, but the brand doesn't MAKE the athlete.";
"en";"👑🙈 #Sick @ Meralco 4th Homes https://t.co/O03vKfUJYE";
"en";"@ajeda_ sick, but i'm going home soo 🙌🏾😅";
"en";"@uhereczkyagi @Newsweek yep, those cold dead eyes. And his face is stuck on angry old white man!";
"en";"@AshBx93 this looks sick!";
"en";"I would get sick on the one day all my tests are on. I hate making tests up";
"en";"@ShaughnessyTrey sick";
"en";"when you're so sick you feel like you're dying but have school &amp; and 8 hour shift all night !!";
"en";"cause a hoe neva gets cold @__laurenrenee__ https://t.co/3KChLrFrp3";
"en";"Sick af 😷";
"en";"@lisa619 I'm better we found out a little bit about aluminum foil and sideeffects if you cook with it .we think that's been making me sick";
"en";"Cold and clear; but a nice walk to the seaside this morning. https://t.co/R9L9w1xQJy";
"en";"I'm sick, my body is literally rejecting a Trump America";
"en";"' why df you ain't eat it cold ' https://t.co/X08E3XzcgZ";
"en";"Atlanta cold cycling team On the one day it was cold https://t.co/36YaTTjFzi";
"en";"Not a warm handshake, but rather a cold kick in the balls. #temperature #winters… https://t.co/4cQbEL4KWx";
